current_path	proposed_path	phase	artifact_type	commit_group	mtime_iso	notes
showtrials_dates_by_year.tsv	data/c-catalog-taxonomy/showtrials_dates_by_year.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_collections.tsv	data/c-catalog-taxonomy/showtrials_document_collections.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_collections_report.txt	reports/c-catalog-taxonomy/showtrials_document_collections_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_index.tsv	data/c-catalog-taxonomy/showtrials_document_index.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_index_report.txt	reports/c-catalog-taxonomy/showtrials_document_index_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_summary.tsv	data/c-catalog-taxonomy/showtrials_document_type_summary.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_summary_v2.tsv	data/c-catalog-taxonomy/showtrials_document_type_summary_v2.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_summary_v3.tsv	data/c-catalog-taxonomy/showtrials_document_type_summary_v3.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_summary_v4.tsv	data/c-catalog-taxonomy/showtrials_document_type_summary_v4.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_unknown_prefixes_v2.tsv	data/c-catalog-taxonomy/showtrials_document_type_unknown_prefixes_v2.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_unknown_prefixes_v3.tsv	data/c-catalog-taxonomy/showtrials_document_type_unknown_prefixes_v3.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_unknown_prefixes_v4.tsv	data/c-catalog-taxonomy/showtrials_document_type_unknown_prefixes_v4.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_v1_v2_changes.tsv	data/c-catalog-taxonomy/showtrials_document_type_v1_v2_changes.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_v1_v2_compare_report.txt	reports/c-catalog-taxonomy/showtrials_document_type_v1_v2_compare_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_v2_v3_changes.tsv	data/c-catalog-taxonomy/showtrials_document_type_v2_v3_changes.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_v2_v3_compare_report.txt	reports/c-catalog-taxonomy/showtrials_document_type_v2_v3_compare_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_v3_v4_changes.tsv	data/c-catalog-taxonomy/showtrials_document_type_v3_v4_changes.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_type_v3_v4_compare_report.txt	reports/c-catalog-taxonomy/showtrials_document_type_v3_v4_compare_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types.tsv	data/c-catalog-taxonomy/showtrials_document_types.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_report.txt	reports/c-catalog-taxonomy/showtrials_document_types_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v2.tsv	data/c-catalog-taxonomy/showtrials_document_types_v2.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v2_report.txt	reports/c-catalog-taxonomy/showtrials_document_types_v2_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v2_validation.tsv	data/c-catalog-taxonomy/showtrials_document_types_v2_validation.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v2_validation_report.txt	reports/c-catalog-taxonomy/showtrials_document_types_v2_validation_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v3.tsv	data/c-catalog-taxonomy/showtrials_document_types_v3.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v3_report.txt	reports/c-catalog-taxonomy/showtrials_document_types_v3_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v3_validation.tsv	data/c-catalog-taxonomy/showtrials_document_types_v3_validation.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v3_validation_report.txt	reports/c-catalog-taxonomy/showtrials_document_types_v3_validation_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v4.tsv	data/c-catalog-taxonomy/showtrials_document_types_v4.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v4_report.txt	reports/c-catalog-taxonomy/showtrials_document_types_v4_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v4_validation.tsv	data/c-catalog-taxonomy/showtrials_document_types_v4_validation.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_document_types_v4_validation_report.txt	reports/c-catalog-taxonomy/showtrials_document_types_v4_validation_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entities_categories.tsv	data/e-semantic-layer/showtrials_entities_categories.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entities_collections.tsv	data/e-semantic-layer/showtrials_entities_collections.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entities_processes.tsv	data/e-semantic-layer/showtrials_entities_processes.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entities_tags.tsv	data/e-semantic-layer/showtrials_entities_tags.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entity_anomalies_report.txt	reports/e-semantic-layer/showtrials_entity_anomalies_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entity_candidates.tsv	data/e-semantic-layer/showtrials_entity_candidates.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entity_cleanup_report.txt	reports/e-semantic-layer/showtrials_entity_cleanup_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_entity_inventory_report.txt	reports/e-semantic-layer/showtrials_entity_inventory_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_family_process_matrix.tsv	data/e-semantic-layer/showtrials_family_process_matrix.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_family_process_profiles.tsv	data/e-semantic-layer/showtrials_family_process_profiles.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_google_translate_glossary_ru_en_v1.tsv	data/g-glossary/showtrials_google_translate_glossary_ru_en_v1.tsv	G glossary	data	g-glossary-data	2026-06-09 22:09:11	planned move only; do not move yet
showtrials_known_truncated_aliases_report.txt	reports/e-semantic-layer/showtrials_known_truncated_aliases_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_largest_documents.tsv	data/c-catalog-taxonomy/showtrials_largest_documents.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_literal_people.tsv	data/e-semantic-layer/showtrials_literal_people.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_literal_people_report.txt	reports/e-semantic-layer/showtrials_literal_people_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_literal_person_documents.tsv	data/e-semantic-layer/showtrials_literal_person_documents.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_literal_person_pairs.tsv	data/e-semantic-layer/showtrials_literal_person_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_master_catalog.tsv	data/c-catalog-taxonomy/showtrials_master_catalog.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_master_catalog_report.txt	reports/c-catalog-taxonomy/showtrials_master_catalog_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_organization_documents.tsv	data/e-semantic-layer/showtrials_organization_documents.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_organization_families.tsv	data/e-semantic-layer/showtrials_organization_families.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_families_report.txt	reports/e-semantic-layer/showtrials_organization_families_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_families_validation_report.txt	reports/e-semantic-layer/showtrials_organization_families_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_family_crosspairs.tsv	data/e-semantic-layer/showtrials_organization_family_crosspairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_family_document_matrix.tsv	data/e-semantic-layer/showtrials_organization_family_document_matrix.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_family_document_matrix_report.txt	reports/e-semantic-layer/showtrials_organization_family_document_matrix_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_family_document_summary.tsv	data/e-semantic-layer/showtrials_organization_family_document_summary.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_hierarchy.tsv	data/e-semantic-layer/showtrials_organization_hierarchy.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_organization_hierarchy_report.txt	reports/e-semantic-layer/showtrials_organization_hierarchy_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_hierarchy_review.tsv	data/e-semantic-layer/showtrials_organization_hierarchy_review.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_hierarchy_validation.tsv	data/e-semantic-layer/showtrials_organization_hierarchy_validation.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_hierarchy_validation_report.txt	reports/e-semantic-layer/showtrials_organization_hierarchy_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_person_summary.tsv	data/e-semantic-layer/showtrials_organization_person_summary.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_process_matrix.tsv	data/e-semantic-layer/showtrials_organization_process_matrix.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organization_process_profiles.tsv	data/e-semantic-layer/showtrials_organization_process_profiles.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_organizations.tsv	data/e-semantic-layer/showtrials_organizations.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_organizations_report.txt	reports/e-semantic-layer/showtrials_organizations_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_page_hierarchy.tsv	data/c-catalog-taxonomy/showtrials_page_hierarchy.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_page_hierarchy_report.txt	reports/c-catalog-taxonomy/showtrials_page_hierarchy_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_page_links.tsv	data/c-catalog-taxonomy/showtrials_page_links.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_page_links_report.txt	reports/c-catalog-taxonomy/showtrials_page_links_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_people.tsv	data/e-semantic-layer/showtrials_people.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_people_index_report.txt	reports/e-semantic-layer/showtrials_people_index_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_aliases.tsv	data/e-semantic-layer/showtrials_person_aliases.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_aliases_manual.tsv	data/e-semantic-layer/showtrials_person_aliases_manual.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_aliases_report.txt	reports/e-semantic-layer/showtrials_person_aliases_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_aliases_reviewed.tsv	data/e-semantic-layer/showtrials_person_aliases_reviewed.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_aliases_reviewed_report.txt	reports/e-semantic-layer/showtrials_person_aliases_reviewed_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_anomalies.tsv	data/e-semantic-layer/showtrials_person_anomalies.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_auto_alias_report.txt	reports/e-semantic-layer/showtrials_person_auto_alias_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_centrality.tsv	data/e-semantic-layer/showtrials_person_centrality.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_centrality_report.txt	reports/e-semantic-layer/showtrials_person_centrality_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_centrality_validation_report.txt	reports/e-semantic-layer/showtrials_person_centrality_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_documents.tsv	data/e-semantic-layer/showtrials_person_documents.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_family_pairs.tsv	data/e-semantic-layer/showtrials_person_family_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_family_pairs_v2.tsv	data/e-semantic-layer/showtrials_person_family_pairs_v2.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_institution_profiles.tsv	data/e-semantic-layer/showtrials_person_institution_profiles.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_institution_profiles_report.txt	reports/e-semantic-layer/showtrials_person_institution_profiles_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_institution_profiles_v2.tsv	data/e-semantic-layer/showtrials_person_institution_profiles_v2.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_institution_profiles_v2_report.txt	reports/e-semantic-layer/showtrials_person_institution_profiles_v2_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_institution_profiles_v2_validation_report.txt	reports/e-semantic-layer/showtrials_person_institution_profiles_v2_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_merge_candidates.tsv	data/e-semantic-layer/showtrials_person_merge_candidates.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_merge_candidates_report.txt	reports/e-semantic-layer/showtrials_person_merge_candidates_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_normalization_candidates.tsv	data/e-semantic-layer/showtrials_person_normalization_candidates.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_normalization_report.txt	reports/e-semantic-layer/showtrials_person_normalization_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_organization_matrix.tsv	data/e-semantic-layer/showtrials_person_organization_matrix.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_organization_matrix_report.txt	reports/e-semantic-layer/showtrials_person_organization_matrix_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_organization_matrix_validation_report.txt	reports/e-semantic-layer/showtrials_person_organization_matrix_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_organization_pairs.tsv	data/e-semantic-layer/showtrials_person_organization_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_organization_pairs_v2.tsv	data/e-semantic-layer/showtrials_person_organization_pairs_v2.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_organization_profile_pairs.tsv	data/e-semantic-layer/showtrials_person_organization_profile_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_organization_summary.tsv	data/e-semantic-layer/showtrials_person_organization_summary.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_pairs.tsv	data/e-semantic-layer/showtrials_person_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_person_position_pairs.tsv	data/e-semantic-layer/showtrials_person_position_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_position_profile_pairs.tsv	data/e-semantic-layer/showtrials_person_position_profile_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_process_matrix.tsv	data/e-semantic-layer/showtrials_person_process_matrix.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_process_profiles.tsv	data/e-semantic-layer/showtrials_person_process_profiles.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_person_role_pairs_v2.tsv	data/e-semantic-layer/showtrials_person_role_pairs_v2.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_position_documents.tsv	data/e-semantic-layer/showtrials_position_documents.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_position_organization_pairs.tsv	data/e-semantic-layer/showtrials_position_organization_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_positions.tsv	data/e-semantic-layer/showtrials_positions.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_positions_report.txt	reports/e-semantic-layer/showtrials_positions_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_post_metadata_fields.tsv	data/c-catalog-taxonomy/showtrials_post_metadata_fields.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_post_metadata_report.txt	reports/c-catalog-taxonomy/showtrials_post_metadata_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_post_metadata_sample.tsv	data/c-catalog-taxonomy/showtrials_post_metadata_sample.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_post_metadata_terms.tsv	data/c-catalog-taxonomy/showtrials_post_metadata_terms.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_process_document_matrix.tsv	data/e-semantic-layer/showtrials_process_document_matrix.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_process_inventory.tsv	data/e-semantic-layer/showtrials_process_inventory.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_process_layer_report.txt	reports/e-semantic-layer/showtrials_process_layer_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_process_layer_validation_report.txt	reports/e-semantic-layer/showtrials_process_layer_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_process_profiles_report.txt	reports/e-semantic-layer/showtrials_process_profiles_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_process_profiles_validation_report.txt	reports/e-semantic-layer/showtrials_process_profiles_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_processes.tsv	data/e-semantic-layer/showtrials_processes.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_role_documents_v2.tsv	data/e-semantic-layer/showtrials_role_documents_v2.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_roles_v2.tsv	data/e-semantic-layer/showtrials_roles_v2.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_roles_v2_report.txt	reports/e-semantic-layer/showtrials_roles_v2_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_roles_v2_validation_report.txt	reports/e-semantic-layer/showtrials_roles_v2_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_search_corpus_report.txt	reports/b-json-export-search/showtrials_search_corpus_report.txt	B json-export-search	reports	b-json-export-search-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_search_v2_validation.tsv	data/b-json-export-search/showtrials_search_v2_validation.tsv	B json-export-search	data	b-json-export-search-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_search_v2_validation_report.txt	reports/b-json-export-search/showtrials_search_v2_validation_report.txt	B json-export-search	reports	b-json-export-search-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_baseline_dependencies.tsv	data/e-semantic-layer/showtrials_semantic_baseline_dependencies.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_baseline_inventory.tsv	data/e-semantic-layer/showtrials_semantic_baseline_inventory.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_baseline_report.txt	reports/e-semantic-layer/showtrials_semantic_baseline_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_baseline_validation.tsv	data/e-semantic-layer/showtrials_semantic_baseline_validation.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_baseline_validation_report.txt	reports/e-semantic-layer/showtrials_semantic_baseline_validation_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_layer_inventory.tsv	data/e-semantic-layer/showtrials_semantic_layer_inventory.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_layer_report.txt	reports/e-semantic-layer/showtrials_semantic_layer_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_semantic_layer_validation.tsv	data/e-semantic-layer/showtrials_semantic_layer_validation.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:31	planned move only; do not move yet
showtrials_special_report_attachment_matrix.tsv	data/d-structural-chunking/showtrials_special_report_attachment_matrix.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-10 00:03:10	planned move only; do not move yet
showtrials_special_report_package_examples_d3_1.tsv	data/d-structural-chunking/showtrials_special_report_package_examples_d3_1.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 23:51:00	planned move only; do not move yet
showtrials_special_report_package_summary_d3_1.tsv	data/d-structural-chunking/showtrials_special_report_package_summary_d3_1.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 23:51:00	planned move only; do not move yet
showtrials_special_report_packages_d3_1.tsv	data/d-structural-chunking/showtrials_special_report_packages_d3_1.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 23:51:00	planned move only; do not move yet
showtrials_special_report_packages_d3_1_report.txt	reports/d-structural-chunking/showtrials_special_report_packages_d3_1_report.txt	D structural-chunking	reports	d-structural-chunking-reports	2026-06-09 23:51:00	planned move only; do not move yet
showtrials_special_report_packages_d3_1_validation.tsv	data/d-structural-chunking/showtrials_special_report_packages_d3_1_validation.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 23:51:04	planned move only; do not move yet
