document_post_id	document_type	pattern	document_title	sample
8042	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Л. Колесникова	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Б.Л. Колесникова ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Троцкисты Азово-Чер
7988	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову	лодых” или “Бухаринской школы”, я считаю своим долгом в первую очередь осветить вопрос о зарождении и организации бухаринской школы и сообщить относящиеся сюда факты. Первое знакомство мое и ряда других лиц, ставших впоследствии членами бухаринск
7988	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову	Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-03-10T20:25:13 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-zayavleniya-d-p-mareczkogo-n-i-e
7988	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-03-10T20:25:13 speczsoobshhenie-n-i-ezh
7988	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову	Спецсообщение Н.И. Ежова И.В. Сталину с приложением заявления Д.П. Марецкого Н.И. Ежову ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-03-10T
7980	session_transcript	question_answer_markers	Докладная записка Л.П. Берии И.В. Сталину с приложением протокола заседания цебюро КП(б) Грузии	е, на котором обсуждались письма некоего Антонова из Москвы. В письмах ставился вопрос о том, какую тактику в борьбе с партией надо выработать после смерти ЛЕНИНА, и кто может заменить ЛЕНИНА – коллектив или Троцкий. В результате обсуждения по пр
7980	session_transcript	date_headers	Докладная записка Л.П. Берии И.В. Сталину с приложением протокола заседания цебюро КП(б) Грузии	ии И.В. Сталину с приложением протокола заседания цебюро КП(б) Грузии ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Грузинские троцкисты 1937-03-08T17:05:09 dokladnaya-zapiska-l-p-berii-i-v-stalinu-s-prilozheniem-protokola-zasedan
7980	session_transcript	attachment_markers	Докладная записка Л.П. Берии И.В. Сталину с приложением протокола заседания цебюро КП(б) Грузии	Докладная записка Л.П. Берии И.В. Сталину с приложением протокола заседания цебюро КП(б) Грузии ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Грузинские троцкисты 1937-03-08T17:05:09 doklad
7980	session_transcript	list_density	Докладная записка Л.П. Берии И.В. Сталину с приложением протокола заседания цебюро КП(б) Грузии	Докладная записка Л.П. Берии И.В. Сталину с приложением протокола заседания цебюро КП(б) Грузии ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Г
8001	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката	3 года. До ареста – зам<еститель> управляющего Древтреста в г. Ростове-на-Дону. Вопрос: На допросе 19 сентября 1936 года вы показали, что в 1929-30 г.г. были связаны в Сочи с скрытым троцкистом КРАСТЫНЬ. А после 1930 года разве у вас не было связ
8001	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката	е Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые | Троцкисты Азово-Черноморского края 1937-03-08T17:02:42 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozhe
8001	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые | Троцкисты Азово-Черноморского края 1937-03-08T17
8001	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Ю.И. Дуката ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые | Троцкисты Азово
8704	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым	юдного заявления об отсутствии личных счетов были поставлены следующие вопросы: Вопрос Членову : Вы давно знаете Бухарина Н.И.? Ответ : Бухарина Н.И. знаю с 1905 г. по совместной принадлежности к одной гимназической социал-демократической организ
8704	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым	иложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым ПРОЦЕСС 2-12 МАРТА 1938 г. БУХАРИН Материалы следствия 1938 | Бухарин Правые | Бухарин 1937-03-07T15:27:20 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-protokola-ochnoj-stavki-
8704	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым ПРОЦЕСС 2-12 МАРТА 1938 г. БУХАРИН Материалы следствия 1938 | Бухарин Правые | Бухарин 1937-03-07T1
8704	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола очной ставки между Н.И. Бухариным и С.Б. Членовым ПРОЦЕСС 2-12 МАРТА 1938 г. БУХАРИН Материалы следствия 1938 | Буха
7711	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато	состоял в партии с 1932 г. по 1937 г., исключен как троцкист, со слов не судим. Вопрос: Когда вы познакомились с ГУТМАНОМ ? Ответ: С ГУТМАНОМ я познакомился в 1931 году на заводе имени Андреева в г. Таганроге, когда я и он вместе работали в редак
7711	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато	И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Троцкисты Азово-Черноморского края 1937-03-06T21:20:18 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-prot
7711	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Троцкисты Азово-Черноморского края 1937-03-06T21:20:1
7711	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса Г.С. Герасимато ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Троцкисты Азово-Черн
8702	interrogation_protocol	question_answer_markers	Протокол допроса Н.И. Бухарина	doprosa-n-i-buharina ПРОТОКОЛ допроса БУХАРИНА Николая Ивановича 5.III.-1937 г. Вопрос: Признаете ли себя виновным в том, что являлись членом руководящего центра существовавшей до последнего времени антисоветской организации правых? Ответ: Нет, н
8702	interrogation_protocol	date_headers	Протокол допроса Н.И. Бухарина	Протокол допроса Н.И. Бухарина ПРОЦЕСС 2-12 МАРТА 1938 г. БУХАРИН Бухарин | Материалы следствия 1938 Бухарин | Правые 1937-03-05T12:55:49 protokol-doprosa-n-i-buharina ПРОТОКОЛ допроса БУХАРИНА Николая Ивановича 5.III
8702	interrogation_protocol	signature_markers	Протокол допроса Н.И. Бухарина	этом Ваш допрос. Ответы на вопросы записаны с моих слов верно, мною прочитано: (подпись) <Н. БУХАРИН> Допросил: Нач. 7 отделения 4 отдела ГУГБ Капитан г<осударственной> б<езопасности:> (подпись) < КОГАН > РГАСПИ Ф. 17, Оп. 171, Д. 295, Л. 43-68. [
8702	interrogation_protocol	list_density	Протокол допроса Н.И. Бухарина	Протокол допроса Н.И. Бухарина ПРОЦЕСС 2-12 МАРТА 1938 г. БУХАРИН Бухарин | Материалы следствия 1938 Бухарин | Правые 1937-03-05T12:55:49 protokol-doprosa-n-i-buharina
7726	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова	сибирске, работал зав<едующим> сектором учета в Краевой конторе “Союзторгучет”. ВОПРОС: Вы ранее привлекались к уголовной ответственности? ОТВЕТ: Да, я был приговорен в 1913 г. к 20 годам катор­ги за уголовное дело, но во время отбывания срока я
7726	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова	И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Партизаны 1937-03-01T12:00:25 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-protokola-doprosa-a-a-tabanak
7726	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Партизаны 1937-03-01T12:00:25 speczsoobshhenie-n-i-ez
7726	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса А.А. Табанакова ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Партизаны 1937-03-01
8959	speech	question_answer_markers	Выступление И.В. Сталина на вечернем заседании февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	не имелось и что они не дали до последнего времени повода и оснований поставить вопрос об их исключении из партии {до сего времени не давали повода}. Стало быть, комиссия должна была учесть, что серьезных партийных взысканий до последнего времени
8959	speech	date_headers	Выступление И.В. Сталина на вечернем заседании февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ии февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовский пленум Правые 1937-02-27T10:31:28 vystuplenie-i-v-stalina-na-vechernem-zasedanii-fevralsko-martovsko
8959	speech	list_density	Выступление И.В. Сталина на вечернем заседании февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Выступление И.В. Сталина на вечернем заседании февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г
7733	interrogation_protocol	question_answer_markers	Протокол допроса В.А. Закамалдина	Протокол допроса В.А. Закамалдина ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Партизаны 1937-02-26T12:50:33 protokol-doprosa-v-a-zakamaldina ПРОТОКОЛ Д
7733	interrogation_protocol	date_headers	Протокол допроса В.А. Закамалдина	Протокол допроса В.А. Закамалдина ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Партизаны 1937-02-26T12:50:33 protokol-doprosa-v-a-zakamaldina ПРОТОКОЛ ДОПРОСА обвиняемого ЗАКАМАЛДИНА, Василия А
7733	interrogation_protocol	list_density	Протокол допроса В.А. Закамалдина	Протокол допроса В.А. Закамалдина ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Партизаны 1937-02-26T12:50:33 protokol-doprosa-v-a-zakamaldina
8956	session_transcript	question_answer_markers	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ло в социологическом разрезе, мы должны сделать заключение”… или: “рассматривая вопрос с социологической точки зрения, мы приходим к такому-то выводу” и пр<очее>. Дело в том, что социология это такая же “наука”, как педология, недавно у нас благо
8956	session_transcript	date_headers	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ие февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовский пленум Правые 1937-02-26T10:24:05 utrennee-zasedanie-fevralsko-martovskogo-plenuma-czk-vkpb-1937-g-b
8956	session_transcript	signature_markers	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	изовал партизанский центр, и о том, какие установки давал ему Бухарин. Я читаю. Следователь задает вопрос: “Изложите практический план вооруженного выступления и захвата власти в Сибири”. Ответ: “План вооруженного выступления обсуждался в Московском п
8956	session_transcript	salutation_markers	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	я тактика давно партии известна, давно разоблачена. Еще на XVI партийном съезде товарищ Киров говорил об “Ивановичах непомнящих!” ( Смех .) ( Ворошилов . Иваны, не помнящие родства!) Вот это первый их аргумент, это довод номер первый. Довод второй
8956	session_transcript	list_density	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовс
8954	session_transcript	question_answer_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	овьевцами, что они, Бухарин и Рыков, руки приложили к убийству т. Кирова и этот вопрос совершенно несомненен, что они организовали террористические банды для того, чтобы убить членов Политбюро нашей партии, для того, чтобы убить т. Сталина. Все э
8954	session_transcript	date_headers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ие февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовский пленум Правые 1937-02-25T10:20:21 vechernee-zasedanie-fevralsko-martovskogo-plenuma-czk-vkpb-1937-g-
8954	session_transcript	signature_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ища Тадеуша Балицкого”. [9] В тексте ошибочно – “Брейкгейма” [10] На самом деле подпись под иллюстрацией гласила: “Легендарный символ бессилия, анархии и внутренней вражды”.
8954	session_transcript	attachment_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	я, антипартийного заявления послужило то, что даже эта жульнически составленная справка, не учитывавшая территориального деления союзного бюджета, показывала законный и необходимый тогда более быстрый рост бюджетов остальных национальных республик
8954	session_transcript	salutation_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	т. Берия, много нехорошего. ( Берия . Благодаря вашему вниманию и заботе.) Нет, товарищ Берия, напрасно. ( Берия . Вы два раза туда приезжали. Вы насильно хотели навязать начальника республиканской конторы, а в чем противодействовали?) Когда вы го
8954	session_transcript	list_density	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовс
8951	session_transcript	question_answer_markers	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Но в каком отношении ко всему этому находится Бухарин и Рыков? Этот конкретный вопрос стоит сейчас на пленуме Центрального Комитета. Я думаю, что период с последнего пленума внес дальнейшую ясность и накопление новых данных о том, что и Бухарин
8951	session_transcript	date_headers	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ие февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовский пленум Правые 1937-02-25T10:13:47 utrennee-zasedanie-fevralsko-martovskogo-plenuma-czk-vkpb-1937-g-b
8951	session_transcript	signature_markers	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Угланов и я – Шмидт “. ( Постышев . А у них духу не хватает сказать.) Дальше. “Следователь: Вопрос о составлении документа кто формулировал? Шмидт : Были даны программные и тактические установки на одном из совещаний центра в начале 1932 г. на даче у
8951	session_transcript	list_density	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Утреннее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовс
8946	session_transcript	question_answer_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	н после этого думал, с кем-то говорил, что-то по этому вопросу обсуждал. На мой вопрос, не думает ли он, что то, что он вкладывает мне в уста, оно потом было нанесено, он говорит: “Нет, помню все. Я думаю, что может быть то или другое слово было
8946	session_transcript	date_headers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ие февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовский пленум Правые 1937-02-24T09:22:04 vechernee-zasedanie-fevralsko-martovskogo-plenuma-czk-vkpb-1937-g
8946	session_transcript	salutation_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	. Во всяком случае, я этого не нашел в этих делах. В этом я неповинен. Молотов. Товарищ Рыков, я хотел бы еще вам задать вопрос. Вы познакомились с рютинской платформой до пленума ЦК? Вы знаете, что мы на пленуме обсуждали это дело. До пленума ЦК
8946	session_transcript	list_density	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовс
7986	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского	ывший> член ВКП(б) с 1920 г., до ареста секретарь Подмосковного бюро ПК ВКП(б). Вопрос: В числе участников к.-р. троцкистской организации Вы называли АБАКУМОВА Егора Трофимовича . Когда и при каких обстоятельствах вы с ним познакомились? Ответ: С
7986	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского	Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Вредители в угольной промышленности 1937-02-23T19:22:52 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-pro
7986	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Вредители в угольной промышленности 1937-02-23T19:
7986	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса М.Ф. Постоловского ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Вредители в уголь
7995	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина ПРОЦЕСС 2-12 МАРТА 1938 г. ДРУГИЕ ДОКУМЕНТЫ Другие документы 1938 Правые 1937-02-23T15:38:04 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-
7995	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина ПРОЦЕСС 2-12 МАРТА 1938 г. ДРУГИЕ ДОКУМЕНТЫ Другие документы 1938 Правые 1937-02-23T15:38:04 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-tyuremnyh-zapisok-v-v-kuzmina СЕКРЕТАР
7995	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина ПРОЦЕСС 2-12 МАРТА 1938 г. ДРУГИЕ ДОКУМЕНТЫ Другие документы 1938 Правые 1937-02-23T15:38:04 speczsoobshhenie-n-i-ezhova-i-v-sta
7995	special_report	salutation_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	довать прочесть работы самого Л.Д. Ничего своего. Только и слышишь: “Как сказал товарищ Троцкий в “Проблемах”, как сказал товарищ Троцкий в письме от 21 октября” и т.д. и т.д. Основные споры ведутся не в плоскости противопоставления существующей с
7995	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина	Спецсообщение Н.И. Ежова И.В. Сталину с приложением тюремных записок В.В. Кузьмина ПРОЦЕСС 2-12 МАРТА 1938 г. ДРУГИЕ ДОКУМЕНТЫ Другие документы 1938 Правые 1937-02-23T15:38:04 sp
7673	special_report	question_answer_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-02-23T12:39:56 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozhen
7673	special_report	date_headers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта	е Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-02-23T12:39:56 speczsoobshhenie-n-i-ezhova-i-v-stalinu-s-prilozheniem-protokola-doprosa-v-v-shmidta СЕ
7673	special_report	attachment_markers	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-02-23T12:39:56 speczsoobshhenie-n-i-ezhova-i-
7673	special_report	list_density	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта	Спецсообщение Н.И. Ежова И.В. Сталину с приложением протокола допроса В.В. Шмидта ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-02-23T12:39:
8938	session_transcript	question_answer_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	го Комитета партии, по предложению т. Сталина, вынес постановление о том, чтобы вопрос о конкретной вине кандидатов в члены ЦК ВКП(б) Бухарина и Рыкова перенести на настоящий пленум с тем, чтобы за это время произвести самое внимательное и доброс
8938	session_transcript	date_headers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	ие февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовский пленум Правые 1937-02-23T07:14:04 vechernee-zasedanie-buharin-i-rykov 23 февраля 1937 г. Вечернее за
8938	session_transcript	salutation_markers	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	совестью, без сомнения, хотя всякие случаи сомнения всегда были законными, как товарищ Сталин на пленуме сказал – проверим еще. Теперь нет сомнений. Тов. Ежов сделал доклад с фактами, даже привел не все факты, потому что фактов уйма, много показа
8938	session_transcript	list_density	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков)	Вечернее заседание февральско-мартовского пленума ЦК ВКП(б) 1937 г. (Бухарин и Рыков) ПРОЦЕСС 2-12 МАРТА 1938 г. ФЕВРАЛЬСКО-МАРТОВСКИЙ ПЛЕНУМ 1937 г. Февральско-мартовс
7691	session_transcript	question_answer_markers	Стенограмма очной ставки между В.В. Шмидтом и А.И. Рыковым	Стенограмма очной ставки между В.В. Шмидтом и А.И. Рыковым ПРОЦЕСС 2-12 МАРТА 1938 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1938 Правые 1937-02-22T22:14:47 stenogramma-ochnoj-stavki-mezhdu-v-
